hip_pitch_delta,knee_pitch_delta,ankle_pitch_delta,joint_delta_l2,right_hip_pitch,right_knee_pitch,right_ankle_pitch,left_hip_pitch,left_knee_pitch,left_ankle_pitch,com_x,com_y,com_z,support_x_min,support_x_max,support_y_min,support_y_max,support_polygon_xy,com_signed_distance,com_inside_support,left_sole_roll,left_sole_pitch,right_sole_roll,right_sole_pitch,sole_tilt_max,candidate_valid
-0.26,0.3,0.02,0.5621387729022079,-0.89,0.44999999999999996,-0.89,0.89,-0.44999999999999996,0.89,-0.00029093391322288533,-0.02185947070862268,0.34585785240175143,-0.1405629699867535,0.13970902179880246,-0.013784978012396157,0.1465367505046375,"-0.140563,-0.013246;-0.050565,-0.013785;+0.049711,-0.013714;+0.139709,-0.013175;+0.138751,+0.146537;-0.139605,+0.146466",-0.00810997025286534,0,0.05970250303881999,-0.0001781360224972185,0.05970086170520265,0.00017891943357314214,0.05970250303881999,0
-0.16,0.3,-0.22,0.5727128425310541,-0.79,0.44999999999999996,-1.1300000000000001,0.79,-0.44999999999999996,1.1300000000000001,-0.00029095259676038625,-0.018658191148207548,0.34476359238786086,-0.14225987772779766,0.1414061631150877,-0.010567091715932522,0.14971394929227416,"-0.142260,+0.148921;-0.140984,-0.010567;+0.140130,-0.010492;+0.141406,+0.148996;+0.051409,+0.149714;-0.052263,+0.149639",-0.008128453800993883,0,-0.07959667248533359,-0.00031806782372971823,-0.07959872577875321,0.0003182854171915952,0.07959872577875321,0
0.2,-0.18,-0.28,0.5491812087098392,-0.43,-0.03,-1.19,0.43,0.03,1.19,-0.00029081754634082156,-0.012085761923477841,0.34014290877083825,-0.1470051692461481,0.1461539847080746,-0.003993778814553026,0.15302396000524332,"-0.147005,+0.150629;-0.142899,-0.003994;+0.142047,-0.003909;+0.146154,+0.150714;+0.056184,+0.153024;-0.057035,+0.152938",-0.00813456283023096,0,-0.258669600801637,-0.003340671883881117,-0.25867220969113336,0.0033393306581564392,0.25867220969113336,0
0.08,-0.16,-0.02,0.2545584412271571,-0.55,-0.010000000000000009,-0.93,0.55,0.010000000000000009,0.93,-0.0002907921108698821,-0.01609547133473029,0.34059627628830896,-0.14450526332034716,0.14365341479637656,-0.007998749882264636,0.15217959474532283,"-0.144505,+0.151202;-0.142911,-0.007999;+0.142059,-0.007918;+0.143653,+0.151283;+0.053658,+0.152180;-0.054510,+0.152099",-0.00813703095659574,0,-0.09949592226712678,-0.0004967887794972286,-0.09949803538481124,0.0004968788008256907,0.09949803538481124,0
-0.3,-0.28,-0.22,0.6584831053261732,-0.9299999999999999,-0.13000000000000003,-1.1300000000000001,0.9299999999999999,0.13000000000000003,1.1300000000000001,-0.0002904321540903452,-0.037665680013026163,0.3435553334117662,-0.15192294238276233,0.15107959064250634,-0.1637738334074661,-0.045750440873918025,"-0.151923,-0.052301;-0.140466,-0.163774;+0.139619,-0.163670;+0.151080,-0.052197;+0.061352,-0.045750;-0.062195,-0.045856",-0.008137562829165971,0,-0.7953283454273922,-0.030141225418969644,-0.7953329939568414,0.03013022262136674,0.7953329939568414,0
-0.18,0.28,-0.14,0.5106858133921482,-0.81,0.43000000000000005,-1.05,0.81,-0.43000000000000005,1.05,-0.00029093886769850037,-0.019540327031901394,0.3448115626488501,-0.1416430044721298,0.14078921643287806,-0.01143370333509279,0.14887163463557584,"-0.141643,+0.148438;-0.141004,-0.011434;+0.140150,-0.011360;+0.140789,+0.148512;+0.050790,+0.148872;-0.051644,+0.148798",-0.008143653680670668,0,-0.03979730505181545,-7.951481220405051e-05,-0.03979923965872235,7.995269102135022e-05,0.03979923965872235,0
-0.14,0.02,0.22,0.3698648401781386,-0.77,0.16999999999999998,-0.6900000000000001,0.77,-0.16999999999999998,0.6900000000000001,-0.0002908252781349693,-0.021451801362497126,0.3432945292600047,-0.1416709104056788,0.14081808426717815,-0.013342614659078822,0.14682704120044554,"-0.141671,-0.012446;-0.051675,-0.013343;+0.050823,-0.013271;+0.140818,-0.012374;+0.139223,+0.146827;-0.140076,+0.146755",-0.008145204578025271,0,0.09950132223171416,-0.0004954203507602761,0.09949979783203358,0.0004962593219298395,0.09950132223171416,0
-0.12,0.28,-0.28,0.5851495535331118,-0.75,0.43000000000000005,-1.19,0.75,-0.43000000000000005,1.19,-0.00029095152246176126,-0.017591002463749082,0.3443144536941941,-0.14304679121537534,0.14219331034032526,-0.009483142038822223,0.1505177868904366,"-0.143047,+0.149366;-0.141135,-0.009483;+0.140281,-0.009407;+0.142193,+0.149442;+0.052200,+0.150518;-0.053053,+0.150442",-0.008145780347620394,0,-0.1193947796600218,-0.0007150493523839466,-0.11939695298228242,0.0007150002484100123,0.11939695298228242,0
-0.04,-0.08,0.14,0.23494680248941463,-0.67,0.06999999999999999,-0.77,0.67,-0.06999999999999999,0.77,-0.00029079950591046066,-0.01931060751575778,0.3418360062287737,-0.14237274332433653,0.1415202685511126,-0.011201885952211374,0.14902164195975992,"-0.142373,-0.011022;-0.052373,-0.011202;+0.051520,-0.011126;+0.141520,-0.010946;+0.141201,+0.149022;-0.142053,+0.148946",-0.008146707009018825,0,0.019902737458882755,-1.950404047903842e-05,0.019900979169335385,2.0184574305339496e-05,0.019902737458882755,0
-0.28,0.24,0.18,0.5803447251418763,-0.91,0.39,-0.73,0.91,-0.39,0.73,-0.0002909028128112841,-0.023240667176240522,0.3459312592461857,-0.140474868505363,0.1396211907238865,-0.015124389634651986,0.14463263172600613,"-0.140475,-0.013871;-0.050484,-0.015124;+0.049630,-0.015056;+0.139621,-0.013802;+0.137392,+0.144633;-0.138246,+0.144564",-0.008150614448786118,0,0.13929857507476093,-0.0009708495325955841,0.1392971679729314,0.0009716966579477376,0.13929857507476093,0
0.12,-0.1,-0.22,0.38157568056677826,-0.51,0.04999999999999999,-1.1300000000000001,0.51,-0.04999999999999999,1.1300000000000001,-0.0002908311304991385,-0.013929982711219499,0.34069631234964104,-0.1459075988940875,0.14505590162740684,-0.005813359561978204,0.15286535741766705,"-0.145908,+0.150997;-0.142735,-0.005813;+0.141882,-0.005731;+0.145056,+0.151080;+0.055074,+0.152865;-0.055925,+0.152782",-0.008158023167043121,0,-0.19898478600303707,-0.0019815061563766773,-0.1989872047972769,0.001980786200243398,0.1989872047972769,0
-0.16,0.24,-0.12,0.44181444068749043,-0.79,0.39,-1.03,0.79,-0.39,1.03,-0.0002909237666243259,-0.019365792550731422,0.34437437141699384,-0.1418430243482038,0.14098939736014304,-0.01124175834037669,0.149064100452374,"-0.141843,+0.148630;-0.141204,-0.011242;+0.140351,-0.011167;+0.140989,+0.148705;+0.050990,+0.149064;-0.051844,+0.148989",-0.00816132478489166,0,-0.03979730505181501,-7.951481220406306e-05,-0.03979923965872201,7.995269102174068e-05,0.03979923965872201,0
0.18,-0.28,-0.06,0.4783304297240559,-0.45,-0.13000000000000003,-0.97,0.45,0.13000000000000003,0.97,-0.00029076538937803086,-0.014040672223145798,0.3397202500885019,-0.1458189280933455,0.14496773709984692,-0.00591723450351235,0.15355424249396693,"-0.145819,+0.152039;-0.143274,-0.005917;+0.142423,-0.005834;+0.144968,+0.152123;+0.054979,+0.153554;-0.055830,+0.153470",-0.008165179156313774,0,-0.1591910145420122,-0.0012698244869537396,-0.15919330958696204,0.0012694626999025312,0.15919330958696204,0
-0.2,0.16,0.12,0.4,-0.8300000000000001,0.31,-0.79,0.8300000000000001,-0.31,0.79,-0.00029087873540845625,-0.02166019967737755,0.3444825295781511,-0.1411634097555775,0.14031002889625227,-0.013528049469568357,0.14674985934622023,"-0.141163,-0.012810;-0.051166,-0.013528;+0.050313,-0.013457;+0.140310,-0.012738;+0.139033,+0.146750;-0.139887,+0.146678",-0.008167986321747304,0,0.07960207000969936,-0.0003169724234172077,0.07960048712164042,0.0003177895365096165,0.07960207000969936,0
-0.1,-0.08,0.3,0.4613025037868318,-0.73,0.06999999999999999,-0.6100000000000001,0.73,-0.06999999999999999,0.6100000000000001,-0.0002907879518568391,-0.021391187907805122,0.34260880747152317,-0.14194701235731313,0.14109457132936157,-0.013258296069506945,0.14673849138788178,"-0.141947,-0.012183;-0.051953,-0.013258;+0.051101,-0.013187;+0.141095,-0.012111;+0.139182,+0.146738;-0.140035,+0.146667",-0.008168801837401667,0,0.11940018259323583,-0.0007134084424389748,0.11939871677297285,0.0007142574190229687,0.11940018259323583,0
0.1,-0.2,0.0,0.31622776601683794,-0.53,-0.05000000000000002,-0.91,0.53,0.05000000000000002,0.91,-0.0002907791929718363,-0.015892296713643023,0.3403462286920269,-0.14462354111577425,0.1437718373254818,-0.007762114139031898,0.15241656108550078,"-0.144624,+0.151439;-0.143029,-0.007762;+0.142177,-0.007681;+0.143772,+0.151519;+0.053776,+0.152417;-0.054628,+0.152335",-0.00817065748200995,0,-0.09949592226712631,-0.000496788779497356,-0.09949803538481182,0.0004968788008251682,0.09949803538481182,0
0.02,0.02,-0.18,0.25768197453450253,-0.61,0.16999999999999998,-1.09,0.61,-0.16999999999999998,1.09,-0.0002908605884071349,-0.015953239998059664,0.3417570914677042,-0.14454306053545082,0.14369068374370803,-0.007816795865697446,0.15195155788912854,"-0.144543,+0.150618;-0.142314,-0.007817;+0.141461,-0.007737;+0.143691,+0.150698;+0.053699,+0.151952;-0.054552,+0.151871",-0.008176381911872326,0,-0.13929316865279656,-0.0009727622676419018,-0.13929540260338819,0.000972562540811505,0.13929540260338819,0
-0.14,0.2,-0.1,0.37309516212355265,-0.77,0.35,-1.01,0.77,-0.35,1.01,-0.0002909088141876436,-0.019189218701338648,0.34395272938506566,-0.14203603304158666,0.14118256608616575,-0.011049691989732185,0.14925666713914573,"-0.142036,+0.148822;-0.141397,-0.011050;+0.140544,-0.010975;+0.141183,+0.148897;+0.051183,+0.149257;-0.052037,+0.149182",-0.008177067625274075,0,-0.03979730505181468,-7.95148122038136e-05,-0.03979923965872201,7.995269102157596e-05,0.03979923965872201,0
0.02,0.08,-0.28,0.4127953488110059,-0.61,0.22999999999999998,-1.19,0.61,-0.22999999999999998,1.19,-0.00029088910391233535,-0.015237575568130731,0.34212945076073803,-0.14493023398906332,0.1440777741565727,-0.007089184001833976,0.1520145994721394,"-0.144930,+0.150326;-0.142071,-0.007089;+0.141218,-0.007009;+0.144078,+0.150406;+0.054092,+0.152015;-0.054945,+0.151934",-0.008188402525912774,0,-0.17908824414382735,-0.0016061172555410746,-0.17909060079013825,0.0016055820356391866,0.17909060079013825,0
-0.06,-0.04,0.12,0.1979898987322333,-0.69,0.10999999999999999,-0.79,0.69,-0.10999999999999999,0.79,-0.000290813487128463,-0.019486890346660707,0.3421517048327973,-0.14223016560855042,0.141377537962075,-0.011335639309240766,0.14888758127421378,"-0.142230,-0.011156;-0.052230,-0.011336;+0.051378,-0.011260;+0.141378,-0.011080;+0.141058,+0.148888;-0.141911,+0.148812",-0.008189082728857332,0,0.019902737458883088,-1.950404047901636e-05,0.0199009791693355,2.0184574305361973e-05,0.019902737458883088,0
-0.12,0.16,-0.08,0.30463092423455634,-0.75,0.31,-0.99,0.75,-0.31,0.99,-0.0002908940163692315,-0.019010676110908464,0.34354680520425646,-0.14222195335137447,0.14136864534603105,-0.010857581107138428,0.14944925767178419,"-0.142222,+0.149014;-0.141583,-0.010858;+0.140730,-0.010782;+0.141369,+0.149090;+0.051369,+0.149449;-0.052223,+0.149374",-0.008190875904974356,0,-0.03979730505181501,-7.951481220375294e-05,-0.03979923965872201,7.995269102189606e-05,0.03979923965872201,0
0.06,-0.3,0.28,0.5865151319446072,-0.5700000000000001,-0.15,-0.63,0.5700000000000001,0.15,0.63,-0.00029072469345608814,-0.018650851714061188,0.34051812638143925,-0.1429515426306036,0.142099874308833,-0.010496979539726711,0.1498106022475735,"-0.142952,-0.010138;-0.052952,-0.010497;+0.052101,-0.010421;+0.142100,-0.010061;+0.141461,+0.149811;-0.142313,+0.149734",-0.008192058441207262,0,0.03980269930663872,-7.896667362142423e-05,0.039800999521959556,7.970455220793153e-05,0.03980269930663872,0
-0.14,0.26,-0.2,0.5043808085167397,-0.77,0.41000000000000003,-1.11,0.77,-0.41000000000000003,1.11,-0.0002909376615976851,-0.01847136862776709,0.344324069808302,-0.14246270716470058,0.141609152009929,-0.010314171994062607,0.14996743061700396,"-0.142463,+0.149174;-0.141186,-0.010314;+0.140333,-0.010239;+0.141609,+0.149249;+0.051612,+0.149967;-0.052466,+0.149892",-0.008194832000052301,0,-0.07959667248533359,-0.00031806782373011743,-0.07959872577875364,0.00031828541719174086,0.07959872577875364,0
-0.1,0.0,0.152,0.25730915257720627,-0.73,0.15,-0.758,0.73,-0.15,0.758,-0.0002908237308418794,-0.020345417902591867,0.34272215106994647,-0.1419610300775214,0.1411082616712353,-0.01218433797613104,0.14814040452069152,"-0.141961,-0.011717;-0.051962,-0.012184;+0.051109,-0.012110;+0.141108,-0.011643;+0.140278,+0.148140;-0.141131,+0.148066",-0.008198131737292447,0,0.05174260556553667,-0.00013370565999830803,0.051740940854861764,0.00013447227682228245,0.05174260556553667,0
0.12,-0.24,0.02,0.38052595180880894,-0.51,-0.09,-0.89,0.51,0.09,0.89,-0.0002907664772354773,-0.01568858429518734,0.3401132648756475,-0.14473412802420926,0.14388256737624544,-0.007529282184460265,0.15264970165740283,"-0.144734,+0.151671;-0.143140,-0.007529;+0.142288,-0.007448;+0.143883,+0.151753;+0.053887,+0.152650;-0.054739,+0.152568",-0.008199931423397989,0,-0.0994959222671269,-0.0004967887794974548,-0.09949803538481124,0.0004968788008254449,0.09949803538481124,0
-0.1,0.12,-0.06,0.23664319132398465,-0.73,0.27,-0.97,0.73,-0.27,0.97,-0.0002908793790880161,-0.018830236194096555,0.34315676123882627,-0.14240071091192225,0.14154756071051633,-0.01066550253438707,0.1496417950166439,"-0.142401,+0.149207;-0.141762,-0.010666;+0.140909,-0.010590;+0.141548,+0.149282;+0.051548,+0.149642;-0.052401,+0.149566",-0.00820274410094447,0,-0.03979730505181511,-7.951481220379535e-05,-0.03979923965872201,7.995269102173886e-05,0.03979923965872201,0
-0.08,0.08,-0.04,0.16970562748477142,-0.71,0.22999999999999998,-0.9500000000000001,0.71,-0.22999999999999998,0.9500000000000001,-0.0002908649081987249,-0.01864797112446379,0.34278275350116083,-0.14257223422258924,0.14171924061586097,-0.010473533100346155,0.14983420216135432,"-0.142572,+0.149398;-0.141934,-0.010474;+0.141080,-0.010397;+0.141719,+0.149475;+0.051720,+0.149834;-0.052573,+0.149758",-0.008212667466141516,0,-0.03979730505181511,-7.95148122037933e-05,-0.03979923965872178,7.99526910215631e-05,0.03979923965872178,0
0.1,-0.28,0.14,0.46475800154489005,-0.53,-0.13000000000000003,-0.77,0.53,0.13000000000000003,0.77,-0.00029074308910777795,-0.01693770028184403,0.34016083610722575,-0.1437800581482643,0.14292840932131068,-0.00876335030289288,0.15154735053446217,"-0.143780,+0.151109;-0.143141,-0.008763;+0.142290,-0.008684;+0.142928,+0.151188;+0.052929,+0.151547;-0.053781,+0.151468",-0.0082140631372157,0,-0.03979730505181511,-7.95148122039503e-05,-0.03979923965872257,7.995269102141864e-05,0.03979923965872257,0
-0.06,0.04,-0.02,0.10583005244258362,-0.69,0.19,-0.93,0.69,-0.19,0.93,-0.00029085060948950584,-0.01846395380560787,0.3424249315893685,-0.1427364546763381,0.14188361639239216,-0.010281749590229983,0.15002640214562285,"-0.142736,+0.149590;-0.142098,-0.010282;+0.141245,-0.010205;+0.141884,+0.149667;+0.051884,+0.150026;-0.052737,+0.149950",-0.008220642031425956,0,-0.0397973050518149,-7.951481220394152e-05,-0.03979923965872179,7.995269102159468e-05,0.03979923965872179,0
0.08,-0.24,0.12,0.3959797974644666,-0.55,-0.09,-0.79,0.55,0.09,0.79,-0.0002907558107399101,-0.01713303320755004,0.34038457413309037,-0.14367637465944774,0.14282458287355176,-0.008950897508294073,0.15135956201742762,"-0.143676,+0.150921;-0.143038,-0.008951;+0.142186,-0.008872;+0.142825,+0.151000;+0.052825,+0.151360;-0.053677,+0.151280",-0.008221728132166943,0,-0.0397973050518149,-7.951481220386212e-05,-0.03979923965872201,7.995269102173112e-05,0.03979923965872201,0
0.14,-0.28,0.04,0.446318272088428,-0.49,-0.13000000000000003,-0.87,0.49,0.13000000000000003,0.87,-0.00029075396874694344,-0.01548441556161448,0.3398974780215913,-0.14483697981236326,0.14398556065812307,-0.007300347148227429,0.15287892320790875,"-0.144837,+0.151900;-0.143243,-0.007300;+0.142391,-0.007219;+0.143986,+0.151982;+0.053990,+0.152879;-0.054841,+0.152797",-0.008224841071630466,0,-0.09949592226712667,-0.000496788779497292,-0.09949803538481106,0.0004968788008257867,0.09949803538481106,0
-0.04,0.0,0.0,0.0565685424949238,-0.67,0.15,-0.91,0.67,-0.15,0.91,-0.00029083648867967343,-0.0182782578420028,0.34208343862744306,-0.14289330658717683,0.1420406222919906,-0.010090228714885352,0.15021831809201824,"-0.142893,+0.149782;-0.142255,-0.010090;+0.141402,-0.010013;+0.142041,+0.149859;+0.052041,+0.150218;-0.052894,+0.150141",-0.008226664607149582,0,-0.03979730505181512,-7.95148122037915e-05,-0.039799239658722,7.995269102146685e-05,0.039799239658722,0
0.06,-0.2,0.1,0.327414110874898,-0.5700000000000001,-0.05000000000000002,-0.81,0.5700000000000001,0.05000000000000002,0.81,-0.00029076874818963265,-0.017327219839000742,0.3406254572245999,-0.1435649466722599,0.14271301017481391,-0.009139239671555055,0.15117095621634652,"-0.143565,+0.150733;-0.142926,-0.009139;+0.142074,-0.009060;+0.142713,+0.150812;+0.052714,+0.151171;-0.053566,+0.151092",-0.008227440703548286,0,-0.03979730505181534,-7.951481220401717e-05,-0.03979923965872201,7.995269102189766e-05,0.03979923965872201,0
-0.02,-0.04,0.02,0.06928203230275509,-0.65,0.10999999999999999,-0.89,0.65,-0.10999999999999999,0.89,-0.0002908225514173363,-0.018090957509558102,0.3417584112080161,-0.14304272721643246,0.14219019551439027,-0.009899047080108747,0.150409873236721,"-0.143043,+0.149973;-0.142404,-0.009899;+0.141551,-0.009821;+0.142190,+0.150051;+0.052191,+0.150410;-0.053043,+0.150332",-0.008230732784431115,0,-0.039797305051815446,-7.951481220397289e-05,-0.03979923965872224,7.99526910216426e-05,0.03979923965872224,0
0.04,-0.16,0.08,0.25922962793631443,-0.59,-0.010000000000000009,-0.8300000000000001,0.59,0.010000000000000009,0.8300000000000001,-0.00029078189628216436,-0.017520182504132672,0.34088338903172966,-0.14344581875641,0.14259373585268895,-0.009328301458321808,0.15098160857102483,"-0.143446,+0.150544;-0.142807,-0.009328;+0.141955,-0.009250;+0.142594,+0.150622;+0.052594,+0.150982;-0.053447,+0.150903",-0.008231198566357241,0,-0.03979730505181511,-7.951481220402605e-05,-0.03979923965872201,7.995269102158573e-05,0.03979923965872201,0
-0.08,0.0,0.1,0.18110770276274835,-0.71,0.15,-0.81,0.71,-0.15,0.81,-0.00029082766525896924,-0.019660977972657517,0.34248392485475,-0.14208010116781,0.14122731909330827,-0.011466806985719974,0.14875608428137702,"-0.142080,-0.011287;-0.052080,-0.011467;+0.051227,-0.011392;+0.141227,-0.011212;+0.140908,+0.148756;-0.141761,+0.148681",-0.008231837916072977,0,0.019902737458882866,-1.9504040478644452e-05,0.0199009791693355,2.018457430536462e-05,0.019902737458882866,0
0.0,-0.08,0.04,0.12649110640673517,-0.63,0.06999999999999999,-0.87,0.63,-0.06999999999999999,0.87,-0.0002908088032772391,-0.017902127725909437,0.3414499793377217,-0.14318465679784564,0.14233227623229613,-0.009708281156005041,0.15060099096022742,"-0.143185,+0.150164;-0.142546,-0.009708;+0.141693,-0.009630;+0.142332,+0.150242;+0.052333,+0.150601;-0.053185,+0.150523",-0.008232844936119725,0,-0.03979730505181468,-7.951481220396877e-05,-0.03979923965872201,7.995269102166127e-05,0.03979923965872201,0
0.02,-0.12,0.06,0.19183326093250877,-0.61,0.03,-0.8500000000000001,0.61,-0.03,0.8500000000000001,-0.0002907952497584346,-0.017711844020452606,0.34115826638519575,-0.1433190385614761,0.14246680761531558,-0.00951800724640045,0.1507915948179958,"-0.143319,+0.150354;-0.142680,-0.009518;+0.141828,-0.009440;+0.142467,+0.150432;+0.052468,+0.150792;-0.053320,+0.150713",-0.008233000217445306,0,-0.03979730505181511,-7.95148122038727e-05,-0.039799239658721904,7.995269102181175e-05,0.039799239658721904,0
-0.26,0.18,0.24,0.5614267539047281,-0.89,0.32999999999999996,-0.67,0.89,-0.32999999999999996,0.67,-0.00029087831094176724,-0.023362956939382028,0.3454571431390134,-0.14065408738502239,0.13980065216305018,-0.01516167781402504,0.1442945586763264,"-0.140654,-0.013730;-0.050666,-0.015162;+0.049812,-0.015093;+0.139801,-0.013662;+0.137255,+0.144295;-0.138110,+0.144226",-0.008235470356590594,0,0.1591964249631026,-0.0012676406915053246,0.15919507676633085,0.0012684741097363404,0.1591964249631026,0
0.04,-0.26,0.26,0.5230678732248809,-0.59,-0.11000000000000001,-0.65,0.59,0.11000000000000001,0.65,-0.00029073753788999964,-0.01883567764636083,0.34074272987256,-0.14285093816961325,0.14199912634027417,-0.01063389945488033,0.14967350936405277,"-0.142851,-0.010275;-0.052852,-0.010634;+0.052000,-0.010558;+0.141999,-0.010198;+0.141360,+0.149674;-0.142212,+0.149597",-0.008239877971103617,0,0.03980269930663927,-7.896667362104554e-05,0.03980099952195979,7.970455220754299e-05,0.03980269930663927,0
-0.16,0.06,0.2,0.37202150475476553,-0.79,0.21,-0.71,0.79,-0.21,0.71,-0.0002908400238611506,-0.021604332980829286,0.34365932140529515,-0.14150929598441758,0.14065631107861903,-0.013388943419833016,0.14678040587810193,"-0.141509,-0.012492;-0.051514,-0.013389;+0.050661,-0.013317;+0.140656,-0.012420;+0.139061,+0.146780;-0.139915,+0.146709",-0.00825125407254204,0,0.09950132223171416,-0.0004954203507603867,0.09949979783203378,0.0004962593219300523,0.09950132223171416,0
-0.1,0.24,-0.26,0.52,-0.73,0.39,-1.17,0.73,-0.39,1.17,-0.00029093690532745276,-0.017390434691022274,0.3438884626579746,-0.14324530187924978,0.1423919778251052,-0.009171384405817606,0.15083012640948695,"-0.143245,+0.149678;-0.141333,-0.009171;+0.140480,-0.009095;+0.142392,+0.149754;+0.052398,+0.150830;-0.053252,+0.150753",-0.008257261355124423,0,-0.1193947796600222,-0.000715049352383857,-0.11939695298228252,0.000715000248410095,0.11939695298228252,0
-0.1,-0.004,0.16,0.26689323708179646,-0.73,0.146,-0.75,0.73,-0.146,0.75,-0.00029082203607963634,-0.020393990625613496,0.34271578193322544,-0.14196078915086296,0.1411080351112442,-0.012173571378124456,0.14815238628497018,"-0.141961,-0.011671;-0.051962,-0.012174;+0.051109,-0.012100;+0.141108,-0.011597;+0.140214,+0.148152;-0.141067,+0.148078",-0.008257404375448751,0,0.05572255872471779,-0.00015512729077223284,0.05572090570287575,0.00015590254127364475,0.05572255872471779,0
-0.12,0.22,-0.18,0.4363484845854286,-0.75,0.37,-1.09,0.75,-0.37,1.09,-0.00029092286666025543,-0.018282938798374154,0.34390006472023155,-0.14265856773843436,0.14180517112501656,-0.010063187533257537,0.1502189566243221,"-0.142659,+0.149425;-0.141382,-0.010063;+0.140529,-0.009987;+0.141805,+0.149501;+0.051808,+0.150219;-0.052661,+0.150143",-0.00825765759248899,0,-0.07959667248533348,-0.0003180678237298942,-0.07959872577875357,0.00031828541719144086,0.07959872577875357,0
0.22,-0.22,-0.26,0.573410847473258,-0.41000000000000003,-0.07,-1.17,0.41000000000000003,0.07,1.17,-0.00029080545481291367,-0.011856891363731433,0.3399250739041057,-0.14711634293038323,0.14626529670151087,-0.00363459493992771,0.15338358402184726,"-0.147116,+0.150988;-0.143011,-0.003635;+0.142158,-0.003549;+0.146265,+0.151073;+0.056295,+0.153384;-0.057146,+0.153297",-0.008265096367318887,0,-0.25866960080163703,-0.003340671883880819,-0.2586722096911337,0.0033393306581562523,0.2586722096911337,0
0.04,-0.02,-0.16,0.2349468024894146,-0.59,0.13,-1.07,0.59,-0.13,1.07,-0.0002908470406939939,-0.015743761916995457,0.341437610489607,-0.14469449305725635,0.1438422656796183,-0.007518595581343629,0.15225021804643135,"-0.144694,+0.150916;-0.142466,-0.007519;+0.141613,-0.007438;+0.143842,+0.150996;+0.053851,+0.152250;-0.054703,+0.152170",-0.00826533420664964,0,-0.13929316865279642,-0.0009727622676417969,-0.13929540260338802,0.0009725625408113923,0.13929540260338802,0
0.14,-0.14,-0.2,0.397994974842648,-0.49,0.009999999999999981,-1.11,0.49,-0.009999999999999981,1.11,-0.0002908183944751987,-0.013708897467653922,0.3404355762643696,-0.14603531467624464,0.14518376066138944,-0.005480890884813294,0.15319826557037494,"-0.146035,+0.151330;-0.142862,-0.005481;+0.142010,-0.005398;+0.145184,+0.151413;+0.055202,+0.153198;-0.056053,+0.153115",-0.00826962648708025,0,-0.19898478600303707,-0.001981506156377032,-0.1989872047972773,0.001980786200243124,0.1989872047972773,0
-0.22,0.2,0.1,0.4436214602563767,-0.85,0.35,-0.81,0.85,-0.35,0.81,-0.000290894065735213,-0.021805569061943277,0.3449013523719793,-0.14097655112293958,0.14012300694408955,-0.013570698062560588,0.1467068168910492,"-0.140977,-0.012853;-0.050979,-0.013571;+0.050126,-0.013500;+0.140123,-0.012781;+0.138846,+0.146707;-0.139700,+0.146636",-0.008270510035663805,0,0.07960207000969992,-0.00031697242341728637,0.07960048712164064,0.00031778953650956325,0.07960207000969992,0
-0.24,0.12,0.3,0.5692099788303082,-0.87,0.27,-0.6100000000000001,0.87,-0.27,0.6100000000000001,-0.00029085404918630824,-0.023489813587810254,0.3450193825493391,-0.14081157738181002,0.13995838324068471,-0.015249172203988276,0.14384243323406704,"-0.140812,-0.013641;-0.050826,-0.015249;+0.049973,-0.015181;+0.139958,-0.013572;+0.137098,+0.143842;-0.137952,+0.143774",-0.008274640194924318,0,0.17909365906321564,-0.0016036632726292843,0.17909237000523626,0.001604471133345203,0.17909365906321564,0
-0.1,0.04,0.08,0.18973665961010278,-0.73,0.19,-0.8300000000000001,0.73,-0.19,0.8300000000000001,-0.00029084203463092766,-0.019832800761018954,0.3428325334110526,-0.14192261002589093,0.14106967203035714,-0.011595336516327326,0.14862720357829345,"-0.141923,-0.011416;-0.051923,-0.011595;+0.051070,-0.011521;+0.141070,-0.011341;+0.140750,+0.148627;-0.141603,+0.148552",-0.008274955468958303,0,0.019902737458882866,-1.9504040479115372e-05,0.0199009791693355,2.0184574305441675e-05,0.019902737458882866,0
-0.12,-0.04,0.28,0.43451121964800865,-0.75,0.10999999999999999,-0.63,0.75,-0.10999999999999999,0.63,-0.0002908022406468736,-0.02154812792850425,0.34293445579416687,-0.14180389034036642,0.14095129429334513,-0.013306157969439875,0.146690389765173,"-0.141804,-0.012231;-0.051810,-0.013306;+0.050958,-0.013235;+0.140951,-0.012159;+0.139039,+0.146690;-0.139892,+0.146619",-0.00827776006309555,0,0.11940018259323616,-0.000713408442438997,0.119398716772973,0.0007142574190230553,0.11940018259323616,0
0.02,-0.22,0.24,0.4613025037868318,-0.61,-0.07,-0.67,0.61,0.07,0.67,-0.000290750610969901,-0.01901853418879204,0.3409844474859701,-0.1427425736250583,0.14189061638051303,-0.010767762596645386,0.1495394506611028,"-0.142743,-0.010408;-0.052743,-0.010768;+0.051891,-0.010692;+0.141891,-0.010333;+0.141252,+0.149539;-0.142104,+0.149464",-0.008288773574202856,0,0.03980269930663893,-7.896667362101168e-05,0.03980099952195945,7.970455220783624e-05,0.03980269930663893,0
